geoid,name,B12002001,"B12002001, Error",B12002002,"B12002002, Error",B12002003,"B12002003, Error",B12002004,"B12002004, Error",B12002005,"B12002005, Error",B12002006,"B12002006, Error",B12002007,"B12002007, Error",B12002008,"B12002008, Error",B12002009,"B12002009, Error",B12002010,"B12002010, Error",B12002011,"B12002011, Error",B12002012,"B12002012, Error",B12002013,"B12002013, Error",B12002014,"B12002014, Error",B12002015,"B12002015, Error",B12002016,"B12002016, Error",B12002017,"B12002017, Error",B12002018,"B12002018, Error",B12002019,"B12002019, Error",B12002020,"B12002020, Error",B12002021,"B12002021, Error",B12002022,"B12002022, Error",B12002023,"B12002023, Error",B12002024,"B12002024, Error",B12002025,"B12002025, Error",B12002026,"B12002026, Error",B12002027,"B12002027, Error",B12002028,"B12002028, Error",B12002029,"B12002029, Error",B12002030,"B12002030, Error",B12002031,"B12002031, Error",B12002032,"B12002032, Error",B12002033,"B12002033, Error",B12002034,"B12002034, Error",B12002035,"B12002035, Error",B12002036,"B12002036, Error",B12002037,"B12002037, Error",B12002038,"B12002038, Error",B12002039,"B12002039, Error",B12002040,"B12002040, Error",B12002041,"B12002041, Error",B12002042,"B12002042, Error",B12002043,"B12002043, Error",B12002044,"B12002044, Error",B12002045,"B12002045, Error",B12002046,"B12002046, Error",B12002047,"B12002047, Error",B12002048,"B12002048, Error",B12002049,"B12002049, Error",B12002050,"B12002050, Error",B12002051,"B12002051, Error",B12002052,"B12002052, Error",B12002053,"B12002053, Error",B12002054,"B12002054, Error",B12002055,"B12002055, Error",B12002056,"B12002056, Error",B12002057,"B12002057, Error",B12002058,"B12002058, Error",B12002059,"B12002059, Error",B12002060,"B12002060, Error",B12002061,"B12002061, Error",B12002062,"B12002062, Error",B12002063,"B12002063, Error",B12002064,"B12002064, Error",B12002065,"B12002065, Error",B12002066,"B12002066, Error",B12002067,"B12002067, Error",B12002068,"B12002068, Error",B12002069,"B12002069, Error",B12002070,"B12002070, Error",B12002071,"B12002071, Error",B12002072,"B12002072, Error",B12002073,"B12002073, Error",B12002074,"B12002074, Error",B12002075,"B12002075, Error",B12002076,"B12002076, Error",B12002077,"B12002077, Error",B12002078,"B12002078, Error",B12002079,"B12002079, Error",B12002080,"B12002080, Error",B12002081,"B12002081, Error",B12002082,"B12002082, Error",B12002083,"B12002083, Error",B12002084,"B12002084, Error",B12002085,"B12002085, Error",B12002086,"B12002086, Error",B12002087,"B12002087, Error",B12002088,"B12002088, Error",B12002089,"B12002089, Error",B12002090,"B12002090, Error",B12002091,"B12002091, Error",B12002092,"B12002092, Error",B12002093,"B12002093, Error",B12002094,"B12002094, Error",B12002095,"B12002095, Error",B12002096,"B12002096, Error",B12002097,"B12002097, Error",B12002098,"B12002098, Error",B12002099,"B12002099, Error",B12002100,"B12002100, Error",B12002101,"B12002101, Error",B12002102,"B12002102, Error",B12002103,"B12002103, Error",B12002104,"B12002104, Error",B12002105,"B12002105, Error",B12002106,"B12002106, Error",B12002107,"B12002107, Error",B12002108,"B12002108, Error",B12002109,"B12002109, Error",B12002110,"B12002110, Error",B12002111,"B12002111, Error",B12002112,"B12002112, Error",B12002113,"B12002113, Error",B12002114,"B12002114, Error",B12002115,"B12002115, Error",B12002116,"B12002116, Error",B12002117,"B12002117, Error",B12002118,"B12002118, Error",B12002119,"B12002119, Error",B12002120,"B12002120, Error",B12002121,"B12002121, Error",B12002122,"B12002122, Error",B12002123,"B12002123, Error",B12002124,"B12002124, Error",B12002125,"B12002125, Error",B12002126,"B12002126, Error",B12002127,"B12002127, Error",B12002128,"B12002128, Error",B12002129,"B12002129, Error",B12002130,"B12002130, Error",B12002131,"B12002131, Error",B12002132,"B12002132, Error",B12002133,"B12002133, Error",B12002134,"B12002134, Error",B12002135,"B12002135, Error",B12002136,"B12002136, Error",B12002137,"B12002137, Error",B12002138,"B12002138, Error",B12002139,"B12002139, Error",B12002140,"B12002140, Error",B12002141,"B12002141, Error",B12002142,"B12002142, Error",B12002143,"B12002143, Error",B12002144,"B12002144, Error",B12002145,"B12002145, Error",B12002146,"B12002146, Error",B12002147,"B12002147, Error",B12002148,"B12002148, Error",B12002149,"B12002149, Error",B12002150,"B12002150, Error",B12002151,"B12002151, Error",B12002152,"B12002152, Error",B12002153,"B12002153, Error",B12002154,"B12002154, Error",B12002155,"B12002155, Error",B12002156,"B12002156, Error",B12002157,"B12002157, Error",B12002158,"B12002158, Error",B12002159,"B12002159, Error",B12002160,"B12002160, Error",B12002161,"B12002161, Error",B12002162,"B12002162, Error",B12002163,"B12002163, Error",B12002164,"B12002164, Error",B12002165,"B12002165, Error",B12002166,"B12002166, Error",B12002167,"B12002167, Error",B12002168,"B12002168, Error",B12002169,"B12002169, Error",B12002170,"B12002170, Error",B12002171,"B12002171, Error",B12002172,"B12002172, Error",B12002173,"B12002173, Error",B12002174,"B12002174, Error",B12002175,"B12002175, Error",B12002176,"B12002176, Error",B12002177,"B12002177, Error",B12002178,"B12002178, Error",B12002179,"B12002179, Error",B12002180,"B12002180, Error",B12002181,"B12002181, Error",B12002182,"B12002182, Error",B12002183,"B12002183, Error",B12002184,"B12002184, Error",B12002185,"B12002185, Error",B12002186,"B12002186, Error",B12002187,"B12002187, Error"
14000US32003003648,"Census Tract 36.48, Clark, NV",3328,525,1646,325,625,241,195,183,160,128,119,116,60,85,56,81,0,13,0,13,0,13,35,56,0,13,0,13,0,13,0,13,0,13,837,198,817,197,0,13,0,13,0,13,35,59,104,119,70,93,113,90,135,156,134,86,38,54,9,23,157,87,22,65,0,13,20,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,38,0,13,0,13,0,13,0,13,0,13,0,13,22,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,52,0,13,0,13,0,13,0,13,0,13,0,13,162,102,0,13,0,13,0,13,0,13,0,13,0,13,52,82,0,13,15,45,0,13,46,74,49,68,0,13,0,13,1682,268,617,248,0,13,90,122,217,179,12,20,43,74,65,92,190,128,0,13,0,13,0,13,0,13,0,13,0,13,0,13,878,209,779,189,0,13,0,13,0,13,127,129,30,40,82,101,156,129,91,88,73,74,37,50,162,95,0,13,21,64,0,13,99,90,19,41,0,13,0,13,0,13,19,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,80,80,0,13,0,13,0,13,0,13,0,13,0,13,66,77,0,13,0,13,14,23,0,13,0,13,0,13,0,13,20,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,33,0,13,0,13,0,13,167,129,0,13,0,13,0,13,9,26,0,13,0,13,0,13,144,128,0,13,0,13,0,13,14,24,0,13,0,13
14000US32003003649,"Census Tract 36.49, Clark, NV",1849,987,883,617,72,91,0,13,0,13,48,82,0,13,0,13,0,13,0,13,24,45,0,13,0,13,0,13,0,13,0,13,0,13,533,338,527,338,0,13,0,13,0,13,0,13,50,80,14,31,132,120,0,13,0,13,39,46,35,57,244,366,13,32,0,13,6,9,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,278,283,0,13,0,13,0,13,0,13,0,13,208,274,64,65,0,13,0,13,6,9,0,13,0,13,0,13,0,13,966,414,498,309,134,53,86,95,27,52,35,66,216,254,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,389,148,320,153,0,13,0,13,0,13,40,66,33,41,0,13,62,59,0,13,0,13,65,32,107,164,13,31,0,13,0,13,69,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,69,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,69,26,0,13,0,13,0,13,0,13,0,13,16,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,31,0,13,0,13,63,66,0,13,0,13,0,13,0,13,0,13,21,46,42,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US32003003650,"Census Tract 36.50, Clark, NV",2267,512,1181,304,291,190,0,13,118,101,1,28,47,61,22,36,59,89,0,13,44,69,0,13,0,13,0,13,0,13,0,13,0,13,826,223,772,217,0,13,0,13,22,43,0,13,272,237,77,75,15,37,65,91,7,35,152,115,52,69,62,73,48,53,0,13,54,55,17,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,33,0,13,0,13,37,49,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,39,15,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,64,91,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,61,91,0,13,0,13,3,5,0,13,1086,294,167,140,28,57,0,13,20,33,42,77,0,13,33,57,5,8,0,13,39,64,0,13,0,13,0,13,0,13,0,13,844,245,807,251,0,13,0,13,23,45,286,228,105,95,25,41,111,148,0,13,136,98,13,30,16,25,81,75,11,30,0,13,37,79,37,79,0,13,0,13,0,13,0,13,37,79,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,75,94,0,13,0,13,0,13,0,13,0,13,69,91,0,13,0,13,0,13,0,13,0,13,6,18,0,13,0,13
14000US32003003651,"Census Tract 36.51, Clark, NV",4797,621,2317,371,926,341,240,183,0,19,247,159,43,56,162,126,55,75,0,19,0,19,98,139,0,19,61,89,20,31,0,19,0,19,1099,264,992,261,0,19,0,19,38,45,0,19,128,105,163,86,61,96,286,155,101,82,0,19,146,81,9,16,60,70,0,19,107,90,26,41,0,19,0,19,0,19,0,19,0,19,0,19,0,19,26,41,0,19,0,19,0,19,0,19,0,19,0,19,81,86,0,19,0,19,34,53,16,29,0,19,0,19,0,19,0,19,0,19,31,52,0,19,0,19,0,19,0,19,45,57,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,31,49,0,19,0,19,14,24,247,169,0,19,0,19,0,19,0,19,33,56,37,59,44,70,45,54,40,56,0,19,48,76,0,19,0,19,0,19,2480,497,814,298,99,66,96,125,156,135,227,250,83,86,120,87,20,32,0,19,0,19,0,19,13,21,0,19,0,19,0,19,1134,344,879,207,0,19,0,19,39,47,55,76,133,112,95,69,150,90,119,122,73,59,60,59,116,84,39,38,0,19,0,19,255,286,181,280,0,19,0,19,0,19,0,19,0,19,181,280,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,74,67,0,19,0,19,0,19,32,38,11,19,0,19,0,19,0,19,0,19,31,53,0,19,0,19,0,19,0,19,223,227,0,19,0,19,0,19,0,19,0,19,0,19,0,19,62,83,24,39,0,19,0,19,137,210,0,19,0,19,309,169,0,19,0,19,0,19,0,19,0,19,68,88,56,88,42,49,13,22,0,19,75,62,55,62,0,19,0,19
14000US32003003652,"Census Tract 36.52, Clark, NV",3660,631,2095,480,1092,426,122,152,59,64,214,178,203,195,216,167,0,13,0,13,254,375,0,13,24,39,0,13,0,13,0,13,0,13,525,171,525,171,0,13,0,13,0,13,37,48,45,60,84,74,110,76,77,89,85,83,13,26,31,35,29,49,14,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,116,124,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,28,45,88,115,0,13,0,13,362,159,0,13,0,13,39,61,0,13,43,42,94,103,33,52,17,28,0,13,51,62,32,54,53,83,0,13,0,13,1565,316,532,238,107,84,49,61,212,147,0,13,66,86,0,13,70,69,28,46,0,13,0,13,0,13,0,13,0,13,0,13,634,234,491,162,0,13,0,13,19,34,11,19,36,42,120,75,31,35,127,108,69,77,26,33,12,20,13,21,27,46,0,13,143,155,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,143,155,0,13,0,13,0,13,0,13,0,13,28,40,0,13,0,13,0,13,58,76,57,76,0,13,0,13,0,13,34,39,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,25,20,29,0,13,0,13,365,177,0,13,0,13,0,13,23,27,0,13,92,115,60,98,52,81,35,42,76,81,15,27,12,19,0,13,0,13
14000US32003003653,"Census Tract 36.53, Clark, NV",1921,326,1034,144,536,102,93,74,59,57,228,100,11,24,20,31,20,32,0,13,105,79,0,13,0,13,0,13,0,13,0,13,0,13,460,136,446,134,0,13,0,13,0,13,0,13,51,81,59,46,97,87,22,41,78,53,67,66,45,51,9,20,18,29,0,13,14,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,25,0,13,0,13,0,13,14,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,6,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,6,0,13,0,13,35,41,0,13,0,13,0,13,0,13,0,13,13,27,0,13,0,13,0,13,0,13,22,31,0,13,0,13,0,13,887,224,250,173,68,62,16,40,30,51,54,72,0,13,0,13,20,33,23,37,0,13,39,62,0,13,0,13,0,13,0,13,464,146,437,143,0,13,0,13,0,13,17,27,64,104,95,54,37,48,16,23,139,77,44,47,0,13,0,13,25,34,0,13,27,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,27,40,0,13,0,13,27,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,33,39,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,24,0,13,18,29,0,13,0,13,140,94,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,47,48,17,27,59,86,17,27,0,13,0,13
14000US32003003654,"Census Tract 36.54, Clark, NV",2409,493,1234,299,192,236,39,63,0,13,0,13,70,116,0,13,51,96,32,100,0,13,0,13,0,13,0,13,0,13,0,13,0,13,987,215,893,201,0,13,0,13,0,13,102,149,169,130,132,127,61,74,0,13,127,105,17,49,97,121,125,117,63,81,0,13,94,78,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,94,78,0,13,0,13,0,13,53,94,0,13,0,13,0,13,0,13,0,13,41,73,0,13,0,13,0,13,0,13,17,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,27,0,13,0,13,0,13,0,13,38,62,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,21,0,13,31,55,0,13,0,13,0,13,0,13,1175,253,94,107,18,35,0,13,23,68,0,13,47,90,0,13,6,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,970,261,919,244,0,13,0,13,0,13,90,106,247,162,25,65,66,85,117,105,74,96,197,218,0,13,103,86,0,13,0,13,51,94,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,51,94,0,13,0,13,0,13,51,94,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,49,47,0,13,0,13,0,13,0,13,0,13,0,13,22,42,0,13,0,13,15,24,0,13,0,13,12,19,0,13,62,53,0,13,0,13,0,13,0,13,0,13,0,13,0,13,29,39,0,13,33,38,0,13,0,13,0,13,0,13
14000US32003003655,"Census Tract 36.55, Clark, NV",4640,763,2244,453,905,265,257,181,125,120,252,204,42,49,27,42,51,51,0,19,65,72,27,45,21,24,0,19,38,59,0,19,0,19,1145,309,1003,285,0,19,0,19,26,36,0,19,41,47,138,110,73,86,213,156,37,35,76,72,64,52,320,218,15,24,0,19,142,122,114,122,0,19,0,19,0,19,0,19,0,19,0,19,69,97,27,43,0,19,0,19,0,19,18,29,0,19,0,19,28,32,0,19,0,19,0,19,0,19,15,28,0,19,0,19,0,19,13,22,0,19,0,19,0,19,0,19,0,19,62,80,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,52,80,0,19,10,18,132,107,0,19,0,19,0,19,0,19,74,92,0,19,17,32,32,54,0,19,9,16,0,19,0,19,0,19,0,19,2396,464,720,227,77,93,95,95,212,156,123,184,145,118,0,19,0,19,28,44,0,19,22,43,18,29,0,19,0,19,0,19,1292,414,1021,383,0,19,0,19,16,26,0,19,108,83,121,86,94,93,154,104,66,79,51,42,59,53,306,322,46,67,0,19,271,141,227,139,0,19,0,19,0,19,0,19,0,19,0,19,142,140,0,19,0,19,0,19,0,19,85,107,0,19,0,19,44,47,0,19,0,19,0,19,0,19,0,19,0,19,0,19,17,28,0,19,0,19,17,33,0,19,0,19,10,25,93,64,0,19,0,19,0,19,0,19,0,19,0,19,0,19,30,42,0,19,11,19,0,19,9,17,0,19,43,48,291,149,0,19,0,19,0,19,0,19,0,19,71,85,82,74,0,19,15,24,59,75,22,27,42,52,0,19,0,19
14000US32003003656,"Census Tract 36.56, Clark, NV",2372,300,1053,218,346,194,0,13,0,13,143,179,100,73,38,45,11,18,33,51,12,19,9,13,0,13,0,13,0,13,0,13,0,13,620,140,465,109,0,13,0,13,0,13,19,41,42,52,103,65,56,53,62,85,48,48,9,14,52,34,56,42,18,21,0,13,155,88,86,67,0,13,0,13,0,13,19,31,0,13,0,13,0,13,32,51,0,13,0,13,0,13,35,56,0,13,0,13,69,68,10,17,0,13,0,13,0,13,0,13,49,66,0,13,0,13,0,13,0,13,10,16,0,13,0,13,0,13,22,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,24,0,13,0,13,65,46,0,13,0,13,0,13,0,13,25,27,18,23,0,13,0,13,0,13,10,15,12,20,0,13,0,13,0,13,1319,245,434,141,77,81,0,13,7,13,125,91,23,29,101,83,56,55,22,24,12,19,11,18,0,13,0,13,0,13,0,13,502,118,442,104,0,13,0,13,0,13,62,68,66,61,0,13,120,107,22,35,45,39,28,27,10,16,71,44,18,19,0,13,60,64,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,60,64,0,13,0,13,9,15,43,60,0,13,0,13,0,13,0,13,0,13,8,14,0,13,0,13,0,13,0,13,88,66,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,50,55,8,13,19,28,11,18,295,195,0,13,0,13,0,13,0,13,29,47,9,17,56,62,37,41,130,149,7,11,0,13,27,41,0,13,0,13
14000US32003003657,"Census Tract 36.57, Clark, NV",2257,608,1111,359,626,356,76,85,58,67,117,114,144,160,131,136,0,13,0,13,0,13,0,13,100,161,0,13,0,13,0,13,0,13,448,106,399,100,0,13,10,17,0,13,49,59,45,49,112,43,37,41,41,43,32,42,0,13,21,34,24,21,28,36,0,13,49,48,11,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,18,0,13,0,13,0,13,0,13,0,13,38,44,0,13,0,13,15,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,27,25,0,13,10,16,0,13,0,13,1146,304,391,120,48,58,9,20,67,55,79,74,48,41,59,67,0,13,0,13,28,39,43,43,10,16,0,13,0,13,0,13,599,236,490,198,0,13,12,20,13,27,143,90,25,37,17,31,114,147,79,81,3,20,1,14,24,27,42,45,17,20,0,13,109,134,109,134,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,98,132,11,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,78,90,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,23,55,89,0,13,0,13,0,13,0,13,78,53,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,29,31,47,12,18,8,14,2,10,0,13,0,13
14000US32003003658,"Census Tract 36.58, Clark, NV",985,324,404,163,114,91,16,28,0,13,0,13,72,76,0,13,26,50,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,290,129,290,129,0,13,0,13,0,13,0,13,40,65,8,14,153,58,0,13,14,22,24,38,51,66,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,581,209,108,123,22,46,0,13,0,13,0,13,86,107,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,444,162,313,165,0,13,0,13,0,13,0,13,65,100,53,63,75,67,60,94,4,6,42,67,14,22,0,13,0,13,0,13,131,96,102,90,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,102,90,0,13,0,13,29,58,0,13,0,13,0,13,29,58,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,29,50,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,29,50,0,13,0,13,0,13,0,13,0,13
14000US32003003659,"Census Tract 36.59, Clark, NV",1476,500,689,281,394,210,0,13,0,13,0,13,134,54,0,13,92,118,0,13,140,168,0,13,0,13,28,48,0,13,0,13,0,13,266,140,266,140,0,13,0,13,14,23,8,25,0,13,112,127,11,42,34,59,0,13,81,45,0,13,6,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,29,50,0,13,0,13,0,13,0,13,0,13,5,10,0,13,0,13,0,13,24,50,0,13,0,13,0,13,0,13,787,324,263,159,60,105,32,55,89,49,45,65,0,13,37,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,391,230,308,201,0,13,0,13,13,22,0,13,49,66,53,84,181,181,0,13,0,13,6,10,0,13,6,12,0,13,0,13,83,114,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,83,114,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,83,114,0,13,0,13,0,13,0,13,0,13,84,118,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,84,118,0,13,49,70,0,13,0,13,0,13,0,13,0,13,8,23,41,69,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US32003003660,"Census Tract 36.60, Clark, NV",3792,642,1889,551,867,515,369,302,45,60,72,85,39,53,27,43,105,89,169,195,19,28,0,19,22,28,0,19,0,19,0,19,0,19,900,170,829,152,0,19,0,19,0,19,29,45,80,57,82,68,177,109,24,42,67,62,205,106,97,65,68,50,0,19,0,19,71,76,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,71,76,0,19,0,19,0,19,0,19,0,19,0,19,22,35,0,19,0,19,0,19,0,19,17,29,32,57,0,19,44,42,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,28,35,0,19,16,24,78,59,0,19,0,19,0,19,0,19,16,26,0,19,0,19,34,42,3,16,25,39,0,19,0,19,0,19,0,19,1903,251,634,294,187,116,79,77,68,59,47,49,62,71,22,35,72,82,97,110,0,19,0,19,0,19,0,19,0,19,0,19,1022,201,811,156,0,19,0,19,0,19,50,54,160,119,75,45,124,73,15,23,146,101,99,68,89,54,53,51,0,19,0,19,211,134,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,211,134,0,19,0,19,0,19,0,19,51,65,47,71,0,19,0,19,15,25,77,99,21,33,0,19,0,19,0,19,146,92,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,11,19,41,56,0,19,68,67,0,19,26,40,101,109,0,19,0,19,0,19,0,19,39,63,0,19,0,19,13,24,0,19,22,36,0,19,27,32,0,19,0,19
14000US32003003661,"Census Tract 36.61, Clark, NV",2886,299,1646,231,910,242,218,123,102,71,150,122,156,99,75,83,152,109,0,13,0,13,34,56,0,13,23,40,0,13,0,13,0,13,630,143,496,108,0,13,0,13,8,14,0,13,54,50,14,23,81,79,27,40,176,90,57,52,38,51,22,24,19,29,0,13,134,123,24,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,24,32,0,13,0,13,0,13,0,13,0,13,0,13,110,117,0,13,0,13,0,13,0,13,32,57,0,13,0,13,78,105,0,13,0,13,0,13,0,13,0,13,0,13,58,74,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,49,73,9,17,0,13,0,13,48,58,0,13,0,13,0,13,41,52,0,13,0,13,7,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1240,142,475,163,193,104,30,42,30,47,48,60,77,72,80,82,0,13,0,13,0,13,0,13,17,39,0,13,0,13,0,13,526,109,482,105,0,13,0,13,12,22,56,57,42,44,0,13,75,59,33,50,189,71,13,22,25,43,21,23,16,29,0,13,44,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,44,46,0,13,0,13,0,13,22,33,0,13,0,13,22,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,130,100,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,111,96,19,30,0,13,109,92,0,13,0,13,0,13,0,13,0,13,0,13,19,30,14,31,35,56,0,13,28,50,13,29,0,13,0,13
